clump_id,x,y
0,365,108
0,362,109
0,363,109
0,364,109
0,365,109
0,366,109
0,367,109
0,368,109
0,361,110
0,362,110
0,363,110
0,364,110
0,365,110
0,366,110
0,367,110
0,368,110
0,369,110
0,361,111
0,362,111
0,363,111
0,364,111
0,365,111
0,366,111
0,367,111
0,368,111
0,369,111
0,361,112
0,362,112
0,363,112
0,364,112
0,365,112
0,366,112
0,367,112
0,368,112
0,361,113
0,362,113
0,363,113
0,364,113
0,365,113
0,366,113
0,367,113
0,368,113
0,369,113
0,360,114
0,361,114
0,362,114
0,363,114
0,364,114
0,365,114
0,366,114
0,367,114
0,368,114
0,369,114
0,360,115
0,361,115
0,362,115
0,363,115
0,364,115
0,365,115
0,366,115
0,367,115
0,368,115
0,369,115
0,370,115
0,360,116
0,361,116
0,362,116
0,363,116
0,364,116
0,365,116
0,366,116
0,367,116
0,368,116
0,369,116
0,370,116
0,360,117
0,361,117
0,362,117
0,363,117
0,364,117
0,365,117
0,366,117
0,367,117
0,368,117
0,362,118
0,366,118
1,254,158
1,253,159
1,254,159
1,255,159
1,252,160
1,253,160
1,254,160
1,255,160
1,256,160
1,251,161
1,252,161
1,253,161
1,254,161
1,255,161
1,256,161
1,257,161
1,249,162
1,250,162
1,251,162
1,252,162
1,253,162
1,254,162
1,255,162
1,256,162
1,257,162
1,258,162
1,248,163
1,249,163
1,250,163
1,251,163
1,252,163
1,253,163
1,254,163
1,255,163
1,256,163
1,257,163
1,258,163
1,247,164
1,248,164
1,249,164
1,250,164
1,251,164
1,252,164
1,253,164
1,254,164
1,255,164
1,256,164
1,257,164
1,246,165
1,247,165
1,248,165
1,249,165
1,250,165
1,251,165
1,252,165
1,253,165
1,254,165
1,255,165
1,256,165
1,246,166
1,247,166
1,248,166
1,249,166
1,250,166
1,251,166
1,252,166
1,253,166
1,254,166
1,255,166
1,245,167
1,246,167
1,247,167
1,248,167
1,249,167
1,250,167
1,251,167
1,252,167
1,253,167
1,254,167
1,245,168
1,246,168
1,247,168
1,248,168
1,249,168
1,250,168
1,251,168
1,252,168
1,244,169
1,245,169
1,246,169
1,247,169
1,248,169
1,249,169
1,250,169
1,251,169
1,245,170
1,246,170
1,247,170
1,248,170
1,249,170
1,250,170
2,420,171
2,421,171
2,422,171
2,423,171
2,419,172
2,420,172
2,421,172
2,422,172
2,423,172
2,424,172
2,418,173
2,419,173
2,420,173
2,421,173
2,422,173
2,423,173
2,424,173
2,425,173
2,417,174
2,418,174
2,419,174
2,420,174
2,421,174
2,422,174
2,423,174
2,424,174
2,425,174
2,426,174
2,416,175
2,417,175
2,418,175
2,419,175
2,420,175
2,421,175
2,422,175
2,423,175
2,424,175
2,425,175
2,426,175
2,416,176
2,417,176
2,418,176
2,419,176
2,420,176
2,421,176
2,422,176
2,423,176
2,424,176
2,425,176
2,416,177
